Account ID,Account Name,Account Owned By,Account Type,Address,Billing City,Billing Region,Billing State,Close Date,Closed,Created Date,Current Quarter?,Days Left before EOQ,Hide Dates,Industry,Opportunity ID,Opportunity Name,Opportunity Type,Opportunity Type Filter,Product Name,Product Name Filter,Stage,Today,Won,Zip Code,Amount,Customer Count,Discount Granted,Latitude,Longitude,Number of Records,Opportunity Quantity,Sales,Software Sold,Transactions,Unit Price,Weekly Sales,Account Owned By,Close Date,Opportunity Type,Product Name,Today,Current Quarter Quota,Number of Records,Quota
001i0000008rEsxAAE,Nec Ligula Consectetuer Foundation,Deepak Ramirez,Gold,"1630 P St, Lincoln, NE 68508-1644",Lincoln,Midwest,Nebraska,6/5/2014,TRUE,5/31/2014,Other Quarters,31,TRUE,Raw Materials,006i0000001vvnzAAA,Nec Ligula Consectetuer Foundation vvnzAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,68508,2528,1,21.00%,40.815097,-96.69732,1,4,$3K,4,1,800,"$2,528.00 ",,,,,,,,
001i0000008rG15AAE,Ac Mi Eleifend LLC,Deepak Ramirez,Gold,"32 3rd St NE, Minot, ND 58703-3108",Minot,Midwest,North Dakota,4/27/2014,TRUE,4/21/2014,Other Quarters,31,TRUE,Telecommunication,006i0000001vveaAAA,Ac Mi Eleifend LLC vveaAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,58703,14536,1,21.00%,48.237588,-101.288237,1,23,$15K,23,1,800,"$14,536.00 ",,,,,,,,
001i0000008rGDGAA2,Pede Nec Ante Associates,Deepak Ramirez,Gold,"308 E Superior St, Duluth, MN 55802-2120",Duluth,Midwest,Minnesota,9/23/2014,TRUE,9/21/2014,Other Quarters,31,TRUE,Government,006i0000001vwL7AAI,Pede Nec Ante Associates vwL7AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,55802,12480,1,22.00%,46.789887,-92.093857,1,20,$12K,20,1,800,"$12,480.00 ",,,,,,,,
001i0000008rEuvAAE,Magna Company,Deepak Ramirez,Gold,"514 S 11th St, Omaha, NE 68102-2808",Omaha,Midwest,Nebraska,12/18/2014,TRUE,12/10/2014,Other Quarters,31,TRUE,Technology,006i0000001vwmQAAQ,Magna Company vwmQAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,68102,312000,1,22.00%,41.254724,-95.930883,1,500,$312K,500,1,800,"$312,000.00 ",,,,,,,,
001i0000008rF3VAAU,Dolor Sit Amet Ltd,Deepak Ramirez,Gold,"674 S Whitney Way, Madison, WI 53711-1035",Madison,Midwest,Wisconsin,7/18/2014,TRUE,7/16/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vw3OAAQ,Dolor Sit Amet Ltd vw3OAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,53711,12320,1,23.00%,43.050949,-89.47393,1,20,$12K,20,1,800,"$12,320.00 ",,,,,,,,
001i0000008rEAxAAM,Et Ultrices Foundation,Deepak Ramirez,Gold,"110 Wisconsin Dells Pkwy S, Wisconsin Dells, WI 53965-8304",Wisconsin Dells,Midwest,Wisconsin,9/23/2013,TRUE,9/23/2013,Other Quarters,31,TRUE,Manufacturing,006i0000001vunwAAA,Et Ultrices Foundation vunwAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,53965,52976,1,23.00%,43.588777,-89.791734,1,86,$53K,86,1,800,"$52,976.00 ",,,,,,,,
001i0000008rGCvAAM,Tellus Incorporated,Deepak Ramirez,Gold,"918 2nd St, Sturgis, SD 57785-1509",Sturgis,Midwest,South Dakota,9/1/2014,TRUE,8/27/2014,Other Quarters,31,TRUE,Automotives,006i0000001vwDMAAY,Tellus Incorporated vwDMAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,57785,11680,1,27.00%,44.41536,-103.51264,1,20,$12K,20,1,800,"$11,680.00 ",,,,,,,,
001i0000008rG15AAE,Ac Mi Eleifend LLC,Deepak Ramirez,Gold,"32 3rd St NE, Minot, ND 58703-3108",Minot,Midwest,North Dakota,4/16/2014,TRUE,4/9/2014,Other Quarters,31,TRUE,Telecommunication,006i0000001vvc8AAA,Ac Mi Eleifend LLC vvc8AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,58703,2336,1,27.00%,48.237588,-101.288237,1,4,$2K,4,1,800,"$2,336.00 ",,,,,,,,
001i0000008rG5vAAE,Convallis Ante Corp.,Deepak Ramirez,Gold,"11 Benton Ave E, Albia, IA 52531-2032",Albia,Midwest,Iowa,6/4/2014,TRUE,5/31/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvnYAAQ,Convallis Ante Corp. vvnYAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,52531,43200,1,28.00%,41.027131,-92.807795,1,75,$43K,75,1,800,"$43,200.00 ",,,,,,,,
001i0000008rFNHAA2,Libero Integer Consulting,Deepak Ramirez,Gold,"151 N 3rd Ave, Sturgeon Bay, WI 54235-2415",Sturgeon Bay,Midwest,Wisconsin,6/17/2014,TRUE,6/16/2014,Other Quarters,31,TRUE,Retail,006i0000001vvszAAA,Libero Integer Consulting vvszAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,54235,28800,1,28.00%,44.835523,-87.377983,1,50,$29K,50,1,800,"$28,800.00 ",,,,,,,,
001i0000008rG1JAAU,At Libero PC,Deepak Ramirez,Gold,"332 E Main St, Ottumwa, IA 52501-3041",Ottumwa,Midwest,Iowa,9/29/2014,TRUE,9/21/2014,Other Quarters,31,TRUE,Telecommunication,006i0000001vwKwAAI,At Libero PC vwKwAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,52501,12672,1,28.00%,41.015449,-92.409518,1,22,$13K,22,1,800,"$12,672.00 ",,,,,,,,
001i0000008rFWHAA2,Vestibulum Ltd,Deepak Ramirez,Gold,"7474 Towne Ctr Pkwy, Papillion, NE 68046",Papillion,Midwest,Nebraska,3/23/2014,TRUE,3/16/2014,Other Quarters,31,TRUE,Business Services,006i0000001vvS5AAI,Vestibulum Ltd vvS5AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,68046,2840,1,29.00%,41.134818,-96.02724,1,5,$3K,5,1,800,"$2,840.00 ",,,,,,,,
001i0000008rEGsAAM,Pretium Neque Morbi Corporation,Deepak Ramirez,Gold,"70555 202nd Ave, Reads Landing, MN 55968-6842",Reads Landing,Midwest,Minnesota,8/15/2014,TRUE,8/9/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vw8fAAA,Pretium Neque Morbi Corporation vw8fAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,55968,5112,1,29.00%,44.402728,-92.078983,1,9,$5K,9,1,800,"$5,112.00 ",,,,,,,,
001i0000008rF2PAAU,Tempor Bibendum Corporation,Deepak Ramirez,Gold,"6946 S 108th St, La Vista, NE 68128-5701",La Vista,Midwest,Nebraska,12/28/2014,TRUE,12/28/2014,Other Quarters,31,TRUE,Retail,006i0000001vwtnAAA,Tempor Bibendum Corporation vwtnAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,68128,6816,1,29.00%,41.19028,-96.081461,1,12,$7K,12,1,800,"$6,816.00 ",,,,,,,,
001i0000008rG00AAE,Sed Id Risus Limited,Deepak Ramirez,Gold,"302 SW Maple St, Ankeny, IA 50023-2915",Ankeny,Midwest,Iowa,6/22/2014,TRUE,6/22/2014,Other Quarters,31,TRUE,Services,006i0000001vvvTAAQ,Sed Id Risus Limited vvvTAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,50023,43168,1,29.00%,41.729437,-93.60883,1,76,$43K,76,1,800,"$43,168.00 ",,,,,,,,
001i0000008rEzQAAU,Libero Est LLP,Dennis Watson,Gold,"110 S Union St, Westfield, IN 46074-9458",Westfield,Midwest,Indiana,10/9/2014,TRUE,10/3/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vwSQAAY,Libero Est LLP vwSQAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46074,45936,1,1.00%,40.042422,-86.127493,1,58,$46K,58,1,800,"$45,936.00 ",,,,,,,,
001i0000008rFcqAAE,Ultrices Posuere Institute,Dennis Watson,Gold,"1038 Lafayette Ave, Columbus, IN 47201-5756",Columbus,Midwest,Indiana,3/30/2015,TRUE,3/25/2015,Other Quarters,31,TRUE,Manufacturing,006i0000001vxNzAAI,Ultrices Posuere Institute vxNzAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,10296,1,1.00%,39.209237,-85.919078,1,13,$10K,13,1,800,"$10,296.00 ",,,,,,,,
001i0000008rFvSAAU,Malesuada Fringilla Corporation,Dennis Watson,Gold,"2108 Union St, Columbus, IN 47201-4244",Columbus,Midwest,Indiana,2/8/2014,TRUE,2/4/2014,Other Quarters,31,TRUE,Technology,006i0000001vvK6AAI,Malesuada Fringilla Corporation vvK6AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,2376,1,1.00%,39.219342,-85.913009,1,3,$2K,3,1,800,"$2,376.00 ",,,,,,,,
001i0000008rFvSAAU,Malesuada Fringilla Corporation,Dennis Watson,Gold,"2108 Union St, Columbus, IN 47201-4244",Columbus,Midwest,Indiana,2/2/2014,TRUE,2/2/2014,Other Quarters,31,TRUE,Technology,006i0000001vvJkAAI,Malesuada Fringilla Corporation vvJkAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,54648,1,1.00%,39.219342,-85.913009,1,69,$55K,69,1,800,"$54,648.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,11/28/2013,TRUE,11/27/2013,Other Quarters,31,TRUE,Transportation,006i0000001vv2dAAA,Magna LLP vv2dAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,10296,1,1.00%,39.770965,-86.070918,1,13,$10K,13,1,800,"$10,296.00 ",,,,,,,,
001i0000008rF01AAE,Adipiscing Company,Dennis Watson,Gold,"317 N Main St, Elkhart, IN 46516-3034",Elkhart,Midwest,Indiana,12/23/2014,TRUE,12/23/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwrPAAQ,Adipiscing Company vwrPAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46516,26928,1,1.00%,41.690008,-85.975323,1,34,$27K,34,1,800,"$26,928.00 ",,,,,,,,
001i0000008rEzQAAU,Libero Est LLP,Dennis Watson,Gold,"110 S Union St, Westfield, IN 46074-9458",Westfield,Midwest,Indiana,12/25/2014,TRUE,12/22/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vwqoAAA,Libero Est LLP vwqoAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46074,2352,1,2.00%,40.042422,-86.127493,1,3,$2K,3,1,800,"$2,352.00 ",,,,,,,,
001i0000008rFg0AAE,Lorem Ipsum Company,Dennis Watson,Gold,"7621 Mentor Ave, Mentor, OH 44060-5409",Mentor,Midwest,Ohio,4/17/2015,TRUE,4/12/2015,This Quarter,31,TRUE,Hospitality,006i0000001vxXLAAY,Lorem Ipsum Company vxXLAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,44060,32928,1,2.00%,41.659182,-81.369193,1,42,$33K,42,1,800,"$32,928.00 ",,,,,,,,
001i0000008rFvSAAU,Malesuada Fringilla Corporation,Dennis Watson,Gold,"2108 Union St, Columbus, IN 47201-4244",Columbus,Midwest,Indiana,9/12/2013,TRUE,9/8/2013,Other Quarters,31,TRUE,Technology,006i0000001vukbAAA,Malesuada Fringilla Corporation vukbAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,7760,1,3.00%,39.219342,-85.913009,1,10,$8K,10,1,800,"$7,760.00 ",,,,,,,,
001i0000008rFvSAAU,Malesuada Fringilla Corporation,Dennis Watson,Gold,"2108 Union St, Columbus, IN 47201-4244",Columbus,Midwest,Indiana,12/9/2014,TRUE,12/6/2014,Other Quarters,31,TRUE,Technology,006i0000001vwklAAA,Malesuada Fringilla Corporation vwklAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,20952,1,3.00%,39.219342,-85.913009,1,27,$21K,27,1,800,"$20,952.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,1/12/2014,TRUE,1/12/2014,Other Quarters,31,TRUE,Publishing,006i0000001vvFeAAI,Sapien Limited vvFeAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,10752,1,4.00%,40.045333,-86.015492,1,14,$11K,14,1,800,"$10,752.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,6/12/2014,TRUE,6/5/2014,Other Quarters,31,TRUE,Publishing,006i0000001vvpLAAQ,Sapien Limited vvpLAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,6080,1,5.00%,40.045333,-86.015492,1,8,$6K,8,1,800,"$6,080.00 ",,,,,,,,
001i0000008rFcqAAE,Ultrices Posuere Institute,Dennis Watson,Gold,"1038 Lafayette Ave, Columbus, IN 47201-5756",Columbus,Midwest,Indiana,3/27/2014,TRUE,3/26/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vvVdAAI,Ultrices Posuere Institute vvVdAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47201,22080,1,8.00%,39.209237,-85.919078,1,30,$22K,30,1,800,"$22,080.00 ",,,,,,,,
001i0000008rFa4AAE,Dolor Sit Amet Institute,Dennis Watson,Gold,"215 N 4th St, Columbus, OH 43215-2510",Columbus,Midwest,Ohio,2/11/2015,TRUE,2/7/2015,Other Quarters,31,TRUE,Technology,006i0000001vx7vAAA,Dolor Sit Amet Institute vx7vAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43215,8832,1,8.00%,39.96727,-82.997612,1,12,$9K,12,1,800,"$8,832.00 ",,,,,,,,
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,11/27/2013,TRUE,11/27/2013,Other Quarters,31,TRUE,Transportation,006i0000001vv2vAAA,Orci Ut Sagittis Institute vv2vAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46220,65520,1,9.00%,39.873599,-86.142779,1,90,$66K,90,1,800,"$65,520.00 ",,,,,,,,
001i0000008rFSnAAM,Tellus Lorem Eu PC,Dennis Watson,Gold,"412 N Main St, Evansville, IN 47711-5418",Evansville,Midwest,Indiana,3/18/2015,TRUE,3/16/2015,Other Quarters,31,TRUE,Technology,006i0000001vxK7AAI,Tellus Lorem Eu PC vxK7AAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47711,2880,1,10.00%,37.981589,-87.564,1,4,$3K,4,1,800,"$2,880.00 ",,,,,,,,
001i0000008rGDcAAM,Nam Porttitor Scelerisque Inc.,Dennis Watson,Gold,"1409 119th St, Whiting, IN 46394-1714",Whiting,Midwest,Indiana,2/8/2015,TRUE,2/8/2015,Other Quarters,31,TRUE,Technology,006i0000001vx8GAAQ,Nam Porttitor Scelerisque Inc. vx8GAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46394,12240,1,10.00%,41.67959,-87.495135,1,17,$12K,17,1,800,"$12,240.00 ",,,,,,,,
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,12/29/2013,TRUE,12/21/2013,Other Quarters,31,TRUE,Transportation,006i0000001vv7rAAA,Orci Ut Sagittis Institute vv7rAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46220,17280,1,10.00%,39.873599,-86.142779,1,24,$17K,24,1,800,"$17,280.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,8/24/2014,TRUE,8/19/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwAzAAI,Magna LLP vwAzAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,712,1,11.00%,39.770965,-86.070918,1,1,$1K,1,1,800,$712.00 ,,,,,,,,
001i0000008rFa6AAE,Integer Eu Lacus Corp.,Dennis Watson,Gold,"81 Mill St, Gahanna, OH 43230-1717",Gahanna,Midwest,Ohio,12/21/2014,TRUE,12/15/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vwo4AAA,Integer Eu Lacus Corp. vwo4AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43230,4224,1,12.00%,40.019942,-82.880069,1,6,$4K,6,1,800,"$4,224.00 ",,,,,,,,
001i0000008rF01AAE,Adipiscing Company,Dennis Watson,Gold,"317 N Main St, Elkhart, IN 46516-3034",Elkhart,Midwest,Indiana,11/29/2014,TRUE,11/22/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwgPAAQ,Adipiscing Company vwgPAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46516,6336,1,12.00%,41.690008,-85.975323,1,9,$6K,9,1,800,"$6,336.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,7/3/2014,TRUE,7/1/2014,Other Quarters,31,TRUE,Publishing,006i0000001vvzCAAQ,Sapien Limited vvzCAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,96744,1,13.00%,40.045333,-86.015492,1,139,$97K,139,1,800,"$96,744.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,12/9/2014,TRUE,12/7/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwl6AAA,Magna LLP vwl6AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,6264,1,13.00%,39.770965,-86.070918,1,9,$6K,9,1,800,"$6,264.00 ",,,,,,,,
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,10/27/2014,TRUE,10/24/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwXPAAY,Orci Ut Sagittis Institute vwXPAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46220,34104,1,13.00%,39.873599,-86.142779,1,49,$34K,49,1,800,"$34,104.00 ",,,,,,,,
001i0000008rFkfAAE,Aenean Institute,Dennis Watson,Gold,"1000 Carillon Blvd, Dayton, OH 45409",Dayton,Midwest,Ohio,4/30/2015,TRUE,4/24/2015,This Quarter,31,TRUE,Home Furnishing,006i0000001vxbvAAA,Aenean Institute vxbvAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,45409,52360,1,15.00%,39.729197,-84.199902,1,77,$52K,77,1,800,"$52,360.00 ",,,,,,,,
001i0000008rFa4AAE,Dolor Sit Amet Institute,Dennis Watson,Gold,"215 N 4th St, Columbus, OH 43215-2510",Columbus,Midwest,Ohio,3/31/2014,TRUE,3/31/2014,Other Quarters,31,TRUE,Technology,006i0000001vvYzAAI,Dolor Sit Amet Institute vvYzAAI  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43215,6800,1,15.00%,39.96727,-82.997612,1,10,$7K,10,1,800,"$6,800.00 ",,,,,,,,
001i0000008rFmCAAU,Nec Eleifend Non Corp.,Dennis Watson,Gold,"2002 Broadway, Fort Wayne, IN 46802-3710",Fort Wayne,Midwest,Indiana,3/2/2014,TRUE,2/23/2014,Other Quarters,31,TRUE,Healthcare,006i0000001vvNUAAY,Nec Eleifend Non Corp. vvNUAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46802,1344,1,16.00%,41.067636,-85.152766,1,2,$1K,2,1,800,"$1,344.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,9/10/2014,TRUE,9/9/2014,Other Quarters,31,TRUE,Transportation,006i0000001vwHZAAY,Magna LLP vwHZAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,2688,1,16.00%,39.770965,-86.070918,1,4,$3K,4,1,800,"$2,688.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,7/23/2014,TRUE,7/15/2014,Other Quarters,31,TRUE,Publishing,006i0000001vw32AAA,Sapien Limited vw32AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,69720,1,17.00%,40.045333,-86.015492,1,105,$70K,105,1,800,"$69,720.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,1/9/2015,TRUE,1/4/2015,Other Quarters,31,TRUE,Publishing,006i0000001vwy9AAA,Sapien Limited vwy9AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,77408,1,18.00%,40.045333,-86.015492,1,118,$77K,118,1,800,"$77,408.00 ",,,,,,,,
001i0000008rDEzAAM,Justo Eu Arcu Consulting,Dennis Watson,Gold,"126 Muskingum Ave Unit E, Zanesville, OH 43701-4921",Zanesville,Midwest,Ohio,12/17/2013,TRUE,12/17/2013,Other Quarters,31,TRUE,Publishing,006i0000001vv79AAA,Justo Eu Arcu Consulting vv79AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43701,6560,1,18.00%,39.936374,-82.00966,1,10,$7K,10,1,800,"$6,560.00 ",,,,,,,,
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,2/7/2015,TRUE,2/6/2015,Other Quarters,31,TRUE,Transportation,006i0000001vx7bAAA,Orci Ut Sagittis Institute vx7bAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46220,13608,1,19.00%,39.873599,-86.142779,1,21,$14K,21,1,800,"$13,608.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,1/30/2015,TRUE,1/26/2015,Other Quarters,31,TRUE,Transportation,006i0000001vx3kAAA,Magna LLP vx3kAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,23976,1,19.00%,39.770965,-86.070918,1,37,$24K,37,1,800,"$23,976.00 ",,,,,,,,
001i0000008rG8lAAE,Orci Ut Sagittis Institute,Dennis Watson,Gold,"840 E 65th St, Indianapolis, IN 46220-1674",Indianapolis,Midwest,Indiana,6/24/2014,TRUE,6/22/2014,Other Quarters,31,TRUE,Transportation,006i0000001vvvLAAQ,Orci Ut Sagittis Institute vvvLAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46220,149040,1,19.00%,39.873599,-86.142779,1,230,$149K,230,1,800,"$149,040.00 ",,,,,,,,
001i0000008rF6iAAE,Sapien Limited,Dennis Watson,Gold,"639 Conner St, Noblesville, IN 46060-2532",Noblesville,Midwest,Indiana,3/21/2014,TRUE,3/19/2014,Other Quarters,31,TRUE,Publishing,006i0000001vvTFAAY,Sapien Limited vvTFAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46060,1280,1,20.00%,40.045333,-86.015492,1,2,$1K,2,1,800,"$1,280.00 ",,,,,,,,
001i0000008rFa4AAE,Dolor Sit Amet Institute,Dennis Watson,Gold,"215 N 4th St, Columbus, OH 43215-2510",Columbus,Midwest,Ohio,12/12/2013,TRUE,12/11/2013,Other Quarters,31,TRUE,Technology,006i0000001vv5tAAA,Dolor Sit Amet Institute vv5tAAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43215,320000,1,20.00%,39.96727,-82.997612,1,500,$320K,500,1,800,"$320,000.00 ",,,,,,,,
001i0000008rFGvAAM,Interdum Feugiat LLC,Dennis Watson,Gold,"211 S East St, Crown Point, IN 46307-4058",Crown Point,Midwest,Indiana,2/18/2014,TRUE,2/11/2014,Other Quarters,31,TRUE,Manufacturing,006i0000001vvLDAAY,Interdum Feugiat LLC vvLDAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46307,18328,1,21.00%,41.415835,-87.363439,1,29,$18K,29,1,800,"$18,328.00 ",,,,,,,,
001i0000008rG2lAAE,Magna LLP,Dennis Watson,Gold,"5632 E Washington St, Indianapolis, IN 46219-6428",Indianapolis,Midwest,Indiana,4/26/2014,TRUE,4/21/2014,Other Quarters,31,TRUE,Transportation,006i0000001vveSAAQ,Magna LLP vveSAAQ  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,46219,79632,1,21.00%,39.770965,-86.070918,1,126,$80K,126,1,800,"$79,632.00 ",,,,,,,,
001i0000008rFOyAAM,Pellentesque Sed Dictum Associates,Dennis Watson,Gold,"8111 E 450 N, Columbus, IN 47203-8106",Columbus,Midwest,Indiana,3/7/2014,TRUE,3/1/2014,Other Quarters,31,TRUE,Agriculture,006i0000001vvPMAAY,Pellentesque Sed Dictum Associates vvPMAAY  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,47203,12480,1,22.00%,39.26794,-85.832078,1,20,$12K,20,1,800,"$12,480.00 ",,,,,,,,
001i0000008rEwYAAU,Aliquet Consulting,Dennis Watson,Gold,"1765 West Third Ave, Columbus, OH 43212-2769",Columbus,Midwest,Ohio,12/19/2014,TRUE,12/15/2014,Other Quarters,31,TRUE,Retail,006i0000001vwo0AAA,Aliquet Consulting vwo0AAA  MOL Standard Software,Software,0,MOL Standard,0,Closed Won,5/30/2015,TRUE,43212,1872,1,22.00%,39.985255,-83.052928,1,3,$2K,3,1,800,"$1,872.00 ",,,,,,,,
